RGBController,Category,Type,Name,VID,PID,SVID,SPID,Save,Direct,Effects,Comments
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Blackwidow Elite","1532","0228","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Blackwidow Overwatch","1532","0211","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Blackwidow V3","1532","024E","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Blackwidow V3 Pro (Wired)","1532","025A","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Blackwidow V3 Pro (Wireless)","1532","025C","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Blackwidow V3 TKL","1532","0A24","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Blackwidow V3 Mini (Wired)","1532","0258","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Blackwidow V3 Mini (Wireless)","1532","0271","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Blackwidow X Chroma","1532","0216","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Blackwidow X Chroma Tournament Edition","1532","021A","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Cynosa Chroma","1532","022A","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Cynosa Chroma V2","1532","025E","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Cynosa Lite","1532","023F","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Deathstalker Chroma","1532","0204","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Huntsman","1532","0227","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Huntsman Elite","1532","0226","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Huntsman Mini","1532","0257","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Huntsman Tournament Edition","1532","0243","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Huntsman V2 Analog","1532","0266","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Huntsman V2 TKL","1532","026B","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Huntsman V2","1532","026C","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Ornata Chroma","1532","021E","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Ornata Chroma V2","1532","025D","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Ornata V3","1532","028F","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Blade (2016)","1532","020F","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Blade (Late 2016)","1532","0224","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Blade 14 (2021)","1532","0270","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Blade 15 (2018 Advanced)","1532","0233","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Blade 15 (2018 Base)","1532","023B","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Blade 15 (2018 Mercury)","1532","0240","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Blade 15 (2019 Advanced)","1532","023A","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Blade 15 (2019 Base)","1532","0246","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Blade 15 (2019 Mercury)","1532","0245","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Blade 15 (2019 Studio)","1532","024D","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Blade 15 (2020 Advanced)","1532","0253","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Blade 15 (2020 Base)","1532","0255","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Blade 15 (Late 2020)","1532","0268","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Blade 15 (2021 Advanced)","1532","026D","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Blade 15 (2021 Base)","1532","026F","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Blade 15 (2021 Base)","1532","027A","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Blade Pro (2016)","1532","0210","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Blade Pro (2017)","1532","0225","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Blade Pro (2017 FullHD)","1532","022F","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Blade Pro (2019)","1532","0234","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Blade Pro (Late 2019)","1532","024C","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Blade Pro 17 (2020)","1532","0256","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Blade Pro 17 (2021)","1532","0279","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Blade Stealth (2016)","1532","0205","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Blade Stealth (Late 2016)","1532","0220","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Blade Stealth (2017)","1532","022D","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Blade Stealth (Late 2017)","1532","0232","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Blade Stealth (2019)","1532","0239","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Blade Stealth (Late 2019)","1532","024A","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Blade Stealth (2020)","1532","0252","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Blade Stealth (Late 2020)","1532","0259","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Book 13 (2020)","1532","026A","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Abyssus Elite D.Va Edition","1532","006A","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Abyssus Essential","1532","006B","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Basilisk","1532","0064","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Basilisk Essential","1532","0065","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Basilisk Ultimate (Wired)","1532","0086","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Basilisk Ultimate (Wireless)","1532","0088","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Basilisk V2","1532","0085","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Basilisk V3","1532","0099","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Deathadder Chroma","1532","0043","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Deathadder Elite","1532","005C","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Deathadder Essential","1532","006E","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Deathadder Essential V2","1532","0098","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Deathadder Essential White Edition","1532","0071","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Deathadder V2","1532","0084","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Deathadder V2 Mini","1532","008C","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Deathadder V2 Pro (Wired)","1532","007C","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Deathadder V2 Pro (Wireless)","1532","007D","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Diamondback","1532","004C","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Lancehead 2017 (Wired)","1532","0059","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Lancehead 2017 (Wireless)","1532","005A","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Lancehead 2019 (Wired)","1532","0070","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Lancehead 2019 (Wireless)","1532","006F","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Lancehead Tournament Edition","1532","0060","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Mamba 2012 (Wired)","1532","0024","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Mamba 2012 (Wireless)","1532","0025","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Mamba 2015 (Wired)","1532","0044","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Mamba 2015 (Wireless)","1532","0045","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Mamba 2018 (Wired)","1532","0073","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Mamba 2018 (Wireless)","1532","0072","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Mamba Elite","1532","006C","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Mamba Tournament Edition","1532","0046","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Naga Chroma","1532","0053","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Naga Classic","1532","0093","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Naga Epic Chroma","1532","003E","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Naga Left Handed","1532","008D","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Naga Hex V2","1532","0050","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Naga Trinity","1532","0067","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Naga Pro (Wired)","1532","008F","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Naga Pro (Wireless)","1532","0090","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Viper","1532","0078","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Viper 8kHz","1532","0091","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Viper Mini","1532","008A","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Viper Ultimate (Wired)","1532","007A","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Viper Ultimate (Wireless)","1532","007B","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Orbweaver Chroma","1532","0207","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Tartarus Chroma","1532","0208","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Tartarus Pro","1532","0244","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Tartarus V2","1532","022B","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Kraken Kitty Edition","1532","0F19","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Kraken Kitty Black Edition","1532","0F21","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Tiamat 7.1 V2","1532","0F03","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Firefly","1532","0C00","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Firefly V2","1532","0C04","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Firefly Hyperflux","1532","0068","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Goliathus","1532","0C01","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Goliathus Extended","1532","0C02","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Strider Chroma","1532","0C05","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Base Station Chroma","1532","0F08","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Base Station V2 Chroma","1532","0F20","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Charging Pad Chroma","1532","0F26","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Chroma HDK","1532","0F09","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Chroma Mug Holder","1532","0F07","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Chroma PC Case Lighting Kit","1532","0F0E","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Core","1532","0215","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Core X","1532","0F1A","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Laptop Stand Chroma","1532","0F0D","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Laptop Stand Chroma V2","1532","0F2B","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Mouse Bungee V3 Chroma","1532","0F1D","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Mouse Dock Chroma","1532","007E","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Lian Li O11 Dynamic - Razer Edition","1532","0F13","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Seiren Emote","1532","0F1B","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Thunderbolt 4 Dock Chroma","1532","0F21","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Nommo Chroma","1532","0517","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Nommo Pro","1532","0518","","","🤖","✔️","✔️",""
"Razer ARGB","LEDStrip","USB","Razer Chroma Addressable RGB Controller","1532","0F1F","","","🤖","✔️","✔️",""
"Razer Kraken","Headset","USB","Razer Kraken 7.1","1532","0501","","","🤖","✔️","✔️",""
"Razer Kraken","Headset","USB","Razer Kraken 7.1","1532","0506","","","🤖","✔️","✔️",""
"Razer Kraken","Headset","USB","Razer Kraken 7.1 Chroma","1532","0504","","","🤖","✔️","✔️",""
"Razer Kraken","Headset","USB","Razer Kraken 7.1 V2","1532","0510","","","🤖","✔️","✔️",""
"Razer Kraken","Headset","USB","Razer Kraken Ultimate","1532","0527","","","🤖","✔️","✔️",""
"Redragon Mice","Mouse","USB","Redragon M711 Cobra","04D9","FC30","","","🤖","❌","✔️",""
"Redragon Mice","Mouse","USB","Redragon M715 Dagger","04D9","FC39","","","🤖","❌","✔️",""
"Redragon Mice","Mouse","USB","Redragon M716 Inquisitor","04D9","FC3A","","","🤖","❌","✔️",""
"Redragon Mice","Mouse","USB","Redragon M908 Impact","04D9","FC4D","","","🤖","❌","✔️",""
"Redragon Mice","Mouse","USB","Redragon M602 Griffin","04D9","FC38","","","🤖","❌","✔️",""
"Roccat Burst Mouse","Mouse","USB","Roccat Burst Core","1E7D","2DE6","","","🤖","✔️","✔️",""
"Roccat Burst Mouse","Mouse","USB","Roccat Burst Pro","1E7D","2DE1","","","🤖","✔️","✔️",""
"Roccat Horde Aimo","Keyboard","USB","Roccat Horde Aimo","1E7D","303E","","","❌","✔️","❌",""
"Roccat Kone Aimo","Mouse","USB","Roccat Kone Aimo","1E7D","2E27","","","❌","✔️","✔️",""
"Roccat Kone Aimo","Mouse","USB","Roccat Kone Aimo 16K","1E7D","2E2C","","","❌","✔️","✔️",""
"Roccat Kova","Mouse","USB","","","","","","🤖","❌","✔️","Color Flow mode is only supported starting at the first
preset color in the mouse's memory, and color offsets for each LED
are not supported. You'd need to use Swarm if you intend to use that
specific feature."
"Roccat Vulcan Aimo","Keyboard","USB","Roccat Vulcan 120-Series Aimo","1E7D","3098","","","🤖","✔️","✔️",""
"SRGBmods Raspberry Pi Pico LED Controller","LEDStrip","USB","SRGBmods Pico LED Controller","16D0","1123","","","❌","✔️","✔️",""
"Sapphire Nitro Glow v1","GPU","I2C","Sapphire RX 470/480 Nitro+","1002","67DF","174B","E347","❌","❌","✔️",""
"Sapphire Nitro Glow v1","GPU","I2C","Sapphire RX 570/580/590 Nitro+","1002","67DF","1DA2","E366","❌","❌","✔️",""
"Sapphire Nitro Glow v1","GPU","I2C","Sapphire RX 570/580/590 Nitro+","1002","67DF","1DA2","E399","❌","❌","✔️",""
"Sapphire Nitro Glow v1","GPU","I2C","Sapphire RX 580 Nitro+ (2048SP)","1002","6FDF","1DA2","E366","❌","❌","✔️",""
"Sapphire Nitro Glow v1","GPU","I2C","Sapphire RX Vega 56/64 Nitro+","1002","687F","1DA2","E37F","❌","❌","✔️",""
"Sapphire Nitro Glow v3","GPU","I2C","Sapphire RX 5700 (XT) Nitro+","1002","731F","1DA2","E409","❌","❌","✔️",""
"Sapphire Nitro Glow v3","GPU","I2C","Sapphire RX 5700 XT Nitro+","1002","731F","1DA2","E410","❌","❌","✔️",""
"Sapphire Nitro Glow v3","GPU","I2C","Sapphire RX 5700 XT Nitro+","1002","731F","1DA2","426E","❌","❌","✔️",""
"Sapphire Nitro Glow v3","GPU","I2C","Sapphire RX 5500 XT Nitro+","1002","7340","1DA2","E423","❌","❌","✔️",""
"Sapphire Nitro Glow v3","GPU","I2C","Sapphire RX 6800 XT Nitro+ SE","1002","73BF","1DA2","438E","❌","❌","✔️",""
"Sapphire Nitro Glow v3","GPU","I2C","Sapphire RX 6800 XT/6900 XT Nitro+","1002","73BF","1DA2","E438","❌","❌","✔️",""
"Sapphire Nitro Glow v3","GPU","I2C","Sapphire RX 6800 Nitro+","1002","73BF","1DA2","E439","❌","❌","✔️",""
"Sapphire Nitro Glow v3","GPU","I2C","Sapphire RX 6700 XT Nitro+","1002","73DF","1DA2","E445","❌","❌","✔️",""
"Sapphire Nitro Glow v3","GPU","I2C","Sapphire RX 6600 XT Nitro+","1002","73FF","1DA2","E448","❌","❌","✔️",""
"Sapphire Nitro Glow v3","GPU","I2C","Sapphire RX 6900 XT Nitro+ SE","1002","73BF","1DA2","440E","❌","❌","✔️",""
"Sapphire Nitro Glow v3","GPU","I2C","Sapphire RX 6950 XT Nitro+","1002","73A5","1DA2","441D","❌","❌","✔️",""
"Sapphire Nitro Glow v3","GPU","I2C","Sapphire RX 6900 XT Toxic","1002","73AF","1DA2","F440","❌","❌","✔️",""
"Sapphire Nitro Glow v3","GPU","I2C","Sapphire RX 6900 XT Toxic Limited Edition","1002","73BF","1DA2","F441","❌","❌","✔️",""
"Sapphire Nitro Glow v3","GPU","I2C","Sapphire RX 6900 XT Toxic","1002","73BF","1DA2","440F","❌","❌","✔️",""
"Sinowealth Mice","Mouse","USB","Glorious Model O / O-","258A","0036","","","🤖","❌","✔️",""
"Sinowealth Mice","Mouse","USB","Glorious Model D / D-","258A","0033","","","🤖","❌","✔️",""
"Sinowealth Mice","Mouse","USB","Everest GT-100 RGB","258A","0029","","","🤖","❌","✔️",""
